"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","GFCF","TOT","QGRWTH","Q","1993-Q2",0.775327706,"E"
"AUT","GFCF","TOT","QGRWTH","Q","1993-Q3",1.330721098,"E"
"AUT","GFCF","TOT","QGRWTH","Q","1993-Q4",1.208910504,"E"
"AUT","GFCF","TOT","QGRWTH","Q","1994-Q1",1.079221037,"E"
"AUT","GFCF","TOT","QGRWTH","Q","1994-Q2",0.596845396,"E"
"AUT","GFCF","TOT","QGRWTH","Q","1994-Q3",0.354894709,"E"
"AUT","GFCF","TOT","QGRWTH","Q","1994-Q4",0.272447908,"E"
"AUT","GFCF","TOT","QGRWTH","Q","1995-Q1",0.006418668,"E"
"AUT","GFCF","TOT","QGRWTH","Q","1995-Q2",0.194140461,"E"
"AUT","GFCF","TOT","QGRWTH","Q","1995-Q3",0.641075553,"E"
"AUT","GFCF","TOT","QGRWTH","Q","1995-Q4",0.966306889,"E"
"AUT","GFCF","TOT","QGRWTH","Q","1996-Q1",1.228283845,
"AUT","GFCF","TOT","QGRWTH","Q","1996-Q2",1.266549163,
"AUT","GFCF","TOT","QGRWTH","Q","1996-Q3",1.565598517,
"AUT","GFCF","TOT","QGRWTH","Q","1996-Q4",-0.764964343,
"AUT","GFCF","TOT","QGRWTH","Q","1997-Q1",0.382946752,
"AUT","GFCF","TOT","QGRWTH","Q","1997-Q2",-0.633553816,
"AUT","GFCF","TOT","QGRWTH","Q","1997-Q3",0.358766772,
"AUT","GFCF","TOT","QGRWTH","Q","1997-Q4",1.035066796,
"AUT","GFCF","TOT","QGRWTH","Q","1998-Q1",2.734951151,
"AUT","GFCF","TOT","QGRWTH","Q","1998-Q2",0.573878816,
"AUT","GFCF","TOT","QGRWTH","Q","1998-Q3",-0.959479694,
"AUT","GFCF","TOT","QGRWTH","Q","1998-Q4",0.006405604,
"AUT","GFCF","TOT","QGRWTH","Q","1999-Q1",-1.284828753,
"AUT","GFCF","TOT","QGRWTH","Q","1999-Q2",2.011375102,
"AUT","GFCF","TOT","QGRWTH","Q","1999-Q3",2.307312928,
"AUT","GFCF","TOT","QGRWTH","Q","1999-Q4",0.193495517,
"AUT","GFCF","TOT","QGRWTH","Q","2000-Q1",1.577341333,
"AUT","GFCF","TOT","QGRWTH","Q","2000-Q2",1.950578704,
"AUT","GFCF","TOT","QGRWTH","Q","2000-Q3",0.415488628,
"AUT","GFCF","TOT","QGRWTH","Q","2000-Q4",2.407595529,
"AUT","GFCF","TOT","QGRWTH","Q","2001-Q1",-0.973032497,
"AUT","GFCF","TOT","QGRWTH","Q","2001-Q2",-1.94292681,
"AUT","GFCF","TOT","QGRWTH","Q","2001-Q3",-1.526781673,
"AUT","GFCF","TOT","QGRWTH","Q","2001-Q4",-0.100649605,
"AUT","GFCF","TOT","QGRWTH","Q","2002-Q1",0.283563566,
"AUT","GFCF","TOT","QGRWTH","Q","2002-Q2",-1.48487885,
"AUT","GFCF","TOT","QGRWTH","Q","2002-Q3",-1.170525297,
"AUT","GFCF","TOT","QGRWTH","Q","2002-Q4",-1.339684729,
"AUT","GFCF","TOT","QGRWTH","Q","2003-Q1",5.329246498,
"AUT","GFCF","TOT","QGRWTH","Q","2003-Q2",-0.139592091,
"AUT","GFCF","TOT","QGRWTH","Q","2003-Q3",0.432623142,
"AUT","GFCF","TOT","QGRWTH","Q","2003-Q4",1.305208285,
"AUT","GFCF","TOT","QGRWTH","Q","2004-Q1",-1.043739177,
"AUT","GFCF","TOT","QGRWTH","Q","2004-Q2",0.099867161,
"AUT","GFCF","TOT","QGRWTH","Q","2004-Q3",1.499735187,
"AUT","GFCF","TOT","QGRWTH","Q","2004-Q4",0.447865315,
"AUT","GFCF","TOT","QGRWTH","Q","2005-Q1",-2.469673509,
"AUT","GFCF","TOT","QGRWTH","Q","2005-Q2",2.581719989,
"AUT","GFCF","TOT","QGRWTH","Q","2005-Q3",-0.667441797,
"AUT","GFCF","TOT","QGRWTH","Q","2005-Q4",0.616842769,
"AUT","GFCF","TOT","QGRWTH","Q","2006-Q1",0.482375432,
"AUT","GFCF","TOT","QGRWTH","Q","2006-Q2",-1.382335154,
"AUT","GFCF","TOT","QGRWTH","Q","2006-Q3",1.791982926,
"AUT","GFCF","TOT","QGRWTH","Q","2006-Q4",0.832582932,
"AUT","GFCF","TOT","QGRWTH","Q","2007-Q1",3.590053244,
"AUT","GFCF","TOT","QGRWTH","Q","2007-Q2",-0.177929917,
"AUT","GFCF","TOT","QGRWTH","Q","2007-Q3",-0.17098612,
"AUT","GFCF","TOT","QGRWTH","Q","2007-Q4",0.257690051,
"AUT","GFCF","TOT","QGRWTH","Q","2008-Q1",3.331862194,
"AUT","GFCF","TOT","QGRWTH","Q","2008-Q2",2.172796908,
"AUT","GFCF","TOT","QGRWTH","Q","2008-Q3",-4.957653864,
"AUT","GFCF","TOT","QGRWTH","Q","2008-Q4",-0.14452994,
"AUT","GFCF","TOT","QGRWTH","Q","2009-Q1",-1.895940565,
"AUT","GFCF","TOT","QGRWTH","Q","2009-Q2",-1.503093845,
"AUT","GFCF","TOT","QGRWTH","Q","2009-Q3",-1.480201569,
"AUT","GFCF","TOT","QGRWTH","Q","2009-Q4",-2.323982281,
"AUT","GFCF","TOT","QGRWTH","Q","2010-Q1",-1.03995694,
"AUT","GFCF","TOT","QGRWTH","Q","2010-Q2",0.06534638,
"AUT","GFCF","TOT","QGRWTH","Q","2010-Q3",1.592761943,
"AUT","GFCF","TOT","QGRWTH","Q","2010-Q4",1.324517691,
"AUT","GFCF","TOT","QGRWTH","Q","2011-Q1",2.320477212,
"AUT","GFCF","TOT","QGRWTH","Q","2011-Q2",2.028096195,
"AUT","GFCF","TOT","QGRWTH","Q","2011-Q3",0.777447872,
"AUT","GFCF","TOT","QGRWTH","Q","2011-Q4",0.950754257,
"AUT","GFCF","TOT","QGRWTH","Q","2012-Q1",-1.047496984,
"AUT","GFCF","TOT","QGRWTH","Q","2012-Q2",-1.303071899,
"AUT","GFCF","TOT","QGRWTH","Q","2012-Q3",2.775185852,
"AUT","GFCF","TOT","QGRWTH","Q","2012-Q4",0.599246629,
"AUT","GFCF","TOT","QGRWTH","Q","2013-Q1",-0.621743514,
"AUT","GFCF","TOT","QGRWTH","Q","2013-Q2",0.494871525,
"AUT","GFCF","TOT","QGRWTH","Q","2013-Q3",1.144540526,
"AUT","GFCF","TOT","QGRWTH","Q","2013-Q4",-0.532053805,
"AUT","GFCF","TOT","QGRWTH","Q","2014-Q1",-0.604032526,
"AUT","GFCF","TOT","QGRWTH","Q","2014-Q2",0.741353228,
"AUT","GFCF","TOT","QGRWTH","Q","2014-Q3",-1.525630688,
"AUT","GFCF","TOT","QGRWTH","Q","2014-Q4",1.302637113,
"AUT","GFCF","TOT","QGRWTH","Q","2015-Q1",-0.099694962,
"AUT","GFCF","TOT","QGRWTH","Q","2015-Q2",1.839643135,
"AUT","GFCF","TOT","QGRWTH","Q","2015-Q3",0.293880049,
"AUT","GFCF","TOT","QGRWTH","Q","2015-Q4",2.081908234,
"AUT","GFCF","TOT","QGRWTH","Q","2016-Q1",1.327946475,
"AUT","GFCF","TOT","QGRWTH","Q","2016-Q2",0.418695973,
"AUT","GFCF","TOT","QGRWTH","Q","2016-Q3",0.695609188,
"AUT","GFCF","TOT","QGRWTH","Q","2016-Q4",0.418537835,
"AUT","GFCF","TOT","QGRWTH","Q","2017-Q1",1.310691724,
"AUT","GFCF","TOT","QGRWTH","Q","2017-Q2",1.448808831,
"AUT","GFCF","TOT","QGRWTH","Q","2017-Q3",1.317223445,
"AUT","GFCF","TOT","QGRWTH","Q","2017-Q4",0.503408143,
"AUT","GFCF","TOT","QGRWTH","Q","2018-Q1",0.438519044,
"AUT","GFCF","TOT","QGRWTH","Q","2018-Q2",2.365377363,
"AUT","GFCF","TOT","QGRWTH","Q","2018-Q3",0.066346095,
"AUT","GFCF","TOT","QGRWTH","Q","2018-Q4",3.179049739,
"AUT","GFCF","TOT","QGRWTH","Q","2019-Q1",1.448202319,
"AUT","GFCF","TOT","QGRWTH","Q","2019-Q2",0.184015689,
"AUT","GFCF","TOT","QGRWTH","Q","2019-Q3",0.627019721,
"AUT","GFCF","TOT","QGRWTH","Q","2019-Q4",-0.521996932,
"AUT","GFCF","TOT","QGRWTH","Q","2020-Q1",-2.520663202,
"AUT","GFCF","TOT","QGRWTH","Q","2020-Q2",-8.596370878,
"AUT","GFCF","TOT","QGRWTH","Q","2020-Q3",9.148398032,
"AUT","GFCF","TOT","QGRWTH","Q","2020-Q4",-0.650972354,
"AUT","GFCF","TOT","QGRWTH","Q","2021-Q1",3.913076668,
"AUT","GFCF","TOT","QGRWTH","Q","2021-Q2",0.095460274,
"AUT","GFCF","TOT","QGRWTH","Q","2021-Q3",-2.72379355,
"AUT","GFCF","TOT","QGRWTH","Q","2021-Q4",0.036971901,
"AUT","GFCF","TOT","QGRWTH","Q","2022-Q1",1.611935532,
"BEL","GFCF","TOT","AGRWTH","Q","1961-Q1",13.740643277,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1961-Q2",13.268211498,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1961-Q3",12.172145212,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1961-Q4",10.451125375,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1962-Q1",8.824956809,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1962-Q2",7.32766326,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1962-Q3",5.199760348,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1962-Q4",2.407805602,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1963-Q1",-0.238559062,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1963-Q2",-2.816177804,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1963-Q3",-1.213418776,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1963-Q4",4.894034457,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1964-Q1",11.081068911,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1964-Q2",17.376379138,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1964-Q3",17.855230878,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1964-Q4",12.479801833,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1965-Q1",7.619487958,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1965-Q2",3.210495619,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1965-Q3",2.007250542,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1965-Q4",3.866678888,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1966-Q1",5.703625102,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1966-Q2",7.51325913,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1966-Q3",7.747288812,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1966-Q4",6.341872356,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1967-Q1",4.989058351,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1967-Q2",3.71408036,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1967-Q3",2.298885936,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1967-Q4",0.720220514,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1968-Q1",-0.80871796,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1968-Q2",-2.319787106,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1968-Q3",-2.037000055,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1968-Q4",0.146983314,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1969-Q1",2.363500565,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1969-Q2",4.585304505,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1969-Q3",6.454305102,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1969-Q4",7.904405995,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1970-Q1",9.270640245,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1970-Q2",10.620239481,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1970-Q3",9.142964317,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1970-Q4",4.853215901,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1971-Q1",0.830456205,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1971-Q2",-2.9619236,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1971-Q3",-3.801617229,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1971-Q4",-1.583945181,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1972-Q1",0.693592691,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1972-Q2",2.993121698,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1972-Q3",4.58000707,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1972-Q4",5.33058453,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1973-Q1",6.052854342,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1973-Q2",6.755343917,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1973-Q3",7.366593568,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1973-Q4",7.876886328,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1974-Q1",8.340345093,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1974-Q2",8.809461436,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1974-Q3",7.214312454,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1974-Q4",3.551206628,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1975-Q1",0.086799366,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1975-Q2",-3.218638571,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1975-Q3",-3.545487037,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1975-Q4",-0.734480481,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1976-Q1",2.136402793,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1976-Q2",5.05327017,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1976-Q3",5.499325234,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1976-Q4",3.318255795,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1977-Q1",1.216068632,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1977-Q2",-0.80583095,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1977-Q3",-0.979760653,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1977-Q4",0.760506798,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1978-Q1",2.495946121,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1978-Q2",4.239802145,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1978-Q3",3.674364008,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1978-Q4",0.679665541,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1979-Q1",-2.203076427,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1979-Q2",-5.005478056,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1979-Q3",-4.186199583,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1979-Q4",0.572449664,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1980-Q1",7.71391379,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1980-Q2",9.991614318,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1980-Q3",7.114243797,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1980-Q4",-2.017154074,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1981-Q1",-10.787956734,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1981-Q2",-16.462137996,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1981-Q3",-18.145073251,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1981-Q4",-14.153250532,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1982-Q1",-10.023737834,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1982-Q2",-3.908979954,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1982-Q3",-0.64246679,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1982-Q4",-0.027838975,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1983-Q1",-3.11308976,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1983-Q2",-6.893132539,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1983-Q3",-5.772941628,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1983-Q4",-6.978441795,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1984-Q1",1.311378052,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1984-Q2",0.089783358,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1984-Q3",0.48604077,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1984-Q4",4.281919869,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1985-Q1",-1.728075488,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1985-Q2",9.166420097,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1985-Q3",6.67784933,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1985-Q4",7.192531097,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1986-Q1",6.784204024,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1986-Q2",0.626238584,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1986-Q3",4.019104936,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1986-Q4",0.835641208,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1987-Q1",1.599431446,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1987-Q2",4.200173581,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1987-Q3",5.065848684,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1987-Q4",10.161378877,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1988-Q1",11.550740747,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1988-Q2",14.160379882,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1988-Q3",16.252603327,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1988-Q4",19.393830679,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1989-Q1",16.275224723,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1989-Q2",14.7034988,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1989-Q3",11.948102004,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1989-Q4",7.138957497,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1990-Q1",11.468361417,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1990-Q2",9.523728463,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1990-Q3",8.21655712,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1990-Q4",3.298448565,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1991-Q1",-1.312987504,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1991-Q2",-5.741962705,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1991-Q3",-6.008558285,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1991-Q4",-2.458895105,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1992-Q1",-0.166647704,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1992-Q2",4.529125532,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1992-Q3",1.78402358,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1992-Q4",-3.499063323,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1993-Q1",-1.335098014,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1993-Q2",-4.499560502,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1993-Q3",-2.306008951,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1993-Q4",1.632783531,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1994-Q1",-1.264250435,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1994-Q2",-0.039200615,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1994-Q3",0.618008286,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1994-Q4",0.584758588,"E"
"BEL","GFCF","TOT","AGRWTH","Q","1995-Q1",1.880117605,
"BEL","GFCF","TOT","AGRWTH","Q","1995-Q2",4.1039651,
"BEL","GFCF","TOT","AGRWTH","Q","1995-Q3",4.276019892,
"BEL","GFCF","TOT","AGRWTH","Q","1995-Q4",4.106966522,
"BEL","GFCF","TOT","AGRWTH","Q","1996-Q1",1.043981949,
"BEL","GFCF","TOT","AGRWTH","Q","1996-Q2",-0.450480291,
"BEL","GFCF","TOT","AGRWTH","Q","1996-Q3",-0.294792008,
"BEL","GFCF","TOT","AGRWTH","Q","1996-Q4",1.913750164,
"BEL","GFCF","TOT","AGRWTH","Q","1997-Q1",5.805892548,
"BEL","GFCF","TOT","AGRWTH","Q","1997-Q2",8.178611832,
"BEL","GFCF","TOT","AGRWTH","Q","1997-Q3",6.373193167,
"BEL","GFCF","TOT","AGRWTH","Q","1997-Q4",6.450160772,
"BEL","GFCF","TOT","AGRWTH","Q","1998-Q1",2.86020286,
"BEL","GFCF","TOT","AGRWTH","Q","1998-Q2",0.645915354,
"BEL","GFCF","TOT","AGRWTH","Q","1998-Q3",3.075972823,
"BEL","GFCF","TOT","AGRWTH","Q","1998-Q4",2.446686401,
"BEL","GFCF","TOT","AGRWTH","Q","1999-Q1",4.293501562,
"BEL","GFCF","TOT","AGRWTH","Q","1999-Q2",5.757594279,
"BEL","GFCF","TOT","AGRWTH","Q","1999-Q3",4.326462128,
"BEL","GFCF","TOT","AGRWTH","Q","1999-Q4",2.063922632,
"BEL","GFCF","TOT","AGRWTH","Q","2000-Q1",4.797979798,
"BEL","GFCF","TOT","AGRWTH","Q","2000-Q2",4.166907473,
"BEL","GFCF","TOT","AGRWTH","Q","2000-Q3",4.80758185,
"BEL","GFCF","TOT","AGRWTH","Q","2000-Q4",6.107002542,
"BEL","GFCF","TOT","AGRWTH","Q","2001-Q1",4.651162791,
"BEL","GFCF","TOT","AGRWTH","Q","2001-Q2",2.357967155,
"BEL","GFCF","TOT","AGRWTH","Q","2001-Q3",2.235983997,
"BEL","GFCF","TOT","AGRWTH","Q","2001-Q4",-2.635447863,
"BEL","GFCF","TOT","AGRWTH","Q","2002-Q1",-4.267737617,
"BEL","GFCF","TOT","AGRWTH","Q","2002-Q2",-4.439265001,
"BEL","GFCF","TOT","AGRWTH","Q","2002-Q3",-6.866791745,
"BEL","GFCF","TOT","AGRWTH","Q","2002-Q4",-0.810916615,
"BEL","GFCF","TOT","AGRWTH","Q","2003-Q1",-1.247343103,
"BEL","GFCF","TOT","AGRWTH","Q","2003-Q2",0.402722632,
"BEL","GFCF","TOT","AGRWTH","Q","2003-Q3",1.864855531,
"BEL","GFCF","TOT","AGRWTH","Q","2003-Q4",-1.49977447,
"BEL","GFCF","TOT","AGRWTH","Q","2004-Q1",5.358255452,
"BEL","GFCF","TOT","AGRWTH","Q","2004-Q2",8.40065533,
"BEL","GFCF","TOT","AGRWTH","Q","2004-Q3",11.622782235,
"BEL","GFCF","TOT","AGRWTH","Q","2004-Q4",10.749856898,
"BEL","GFCF","TOT","AGRWTH","Q","2005-Q1",7.865168539,
"BEL","GFCF","TOT","AGRWTH","Q","2005-Q2",8.609547634,
"BEL","GFCF","TOT","AGRWTH","Q","2005-Q3",3.108073905,
"BEL","GFCF","TOT","AGRWTH","Q","2005-Q4",3.535249121,
"BEL","GFCF","TOT","AGRWTH","Q","2006-Q1",2.506977671,
"BEL","GFCF","TOT","AGRWTH","Q","2006-Q2",-1.713051823,
"BEL","GFCF","TOT","AGRWTH","Q","2006-Q3",2.385978693,
"BEL","GFCF","TOT","AGRWTH","Q","2006-Q4",4.577675719,
"BEL","GFCF","TOT","AGRWTH","Q","2007-Q1",5.246268294,
"BEL","GFCF","TOT","AGRWTH","Q","2007-Q2",7.34755651,
"BEL","GFCF","TOT","AGRWTH","Q","2007-Q3",7.566530808,
"BEL","GFCF","TOT","AGRWTH","Q","2007-Q4",8.926440403,
"BEL","GFCF","TOT","AGRWTH","Q","2008-Q1",6.130462903,
"BEL","GFCF","TOT","AGRWTH","Q","2008-Q2",4.547935237,
"BEL","GFCF","TOT","AGRWTH","Q","2008-Q3",0.289751705,
"BEL","GFCF","TOT","AGRWTH","Q","2008-Q4",-3.050089837,
"BEL","GFCF","TOT","AGRWTH","Q","2009-Q1",-6.690462717,
"BEL","GFCF","TOT","AGRWTH","Q","2009-Q2",-7.669218723,
"BEL","GFCF","TOT","AGRWTH","Q","2009-Q3",-7.46288559,
"BEL","GFCF","TOT","AGRWTH","Q","2009-Q4",-4.610586268,
"BEL","GFCF","TOT","AGRWTH","Q","2010-Q1",-2.896995708,
"BEL","GFCF","TOT","AGRWTH","Q","2010-Q2",-1.531213192,
"BEL","GFCF","TOT","AGRWTH","Q","2010-Q3",2.420865556,
"BEL","GFCF","TOT","AGRWTH","Q","2010-Q4",2.118182249,
"BEL","GFCF","TOT","AGRWTH","Q","2011-Q1",4.852269998,
"BEL","GFCF","TOT","AGRWTH","Q","2011-Q2",6.669856459,
"BEL","GFCF","TOT","AGRWTH","Q","2011-Q3",4.441213713,
"BEL","GFCF","TOT","AGRWTH","Q","2011-Q4",4.94199536,
"BEL","GFCF","TOT","AGRWTH","Q","2012-Q1",2.996563574,
"BEL","GFCF","TOT","AGRWTH","Q","2012-Q2",1.175204091,
"BEL","GFCF","TOT","AGRWTH","Q","2012-Q3",0.938482263,
"BEL","GFCF","TOT","AGRWTH","Q","2012-Q4",-2.418748618,
"BEL","GFCF","TOT","AGRWTH","Q","2013-Q1",-2.571288758,
"BEL","GFCF","TOT","AGRWTH","Q","2013-Q2",-2.629012236,
"BEL","GFCF","TOT","AGRWTH","Q","2013-Q3",-2.54459718,
"BEL","GFCF","TOT","AGRWTH","Q","2013-Q4",-1.318651441,
"BEL","GFCF","TOT","AGRWTH","Q","2014-Q1",1.840098626,
"BEL","GFCF","TOT","AGRWTH","Q","2014-Q2",2.813823248,
"BEL","GFCF","TOT","AGRWTH","Q","2014-Q3",10.594787054,
"BEL","GFCF","TOT","AGRWTH","Q","2014-Q4",6.18542499,
"BEL","GFCF","TOT","AGRWTH","Q","2015-Q1",14.105093257,
"BEL","GFCF","TOT","AGRWTH","Q","2015-Q2",1.403835083,
"BEL","GFCF","TOT","AGRWTH","Q","2015-Q3",-2.583787353,
"BEL","GFCF","TOT","AGRWTH","Q","2015-Q4",2.655249957,
"BEL","GFCF","TOT","AGRWTH","Q","2016-Q1",-3.316306483,
"BEL","GFCF","TOT","AGRWTH","Q","2016-Q2",6.297493231,
"BEL","GFCF","TOT","AGRWTH","Q","2016-Q3",11.041437166,
"BEL","GFCF","TOT","AGRWTH","Q","2016-Q4",3.260594827,
"BEL","GFCF","TOT","AGRWTH","Q","2017-Q1",1.507762334,
"BEL","GFCF","TOT","AGRWTH","Q","2017-Q2",4.227608874,
"BEL","GFCF","TOT","AGRWTH","Q","2017-Q3",-3.788919414,
"BEL","GFCF","TOT","AGRWTH","Q","2017-Q4",4.034758486,
"BEL","GFCF","TOT","AGRWTH","Q","2018-Q1",3.138887777,
"BEL","GFCF","TOT","AGRWTH","Q","2018-Q2",1.71074934,
"BEL","GFCF","TOT","AGRWTH","Q","2018-Q3",3.224271267,
"BEL","GFCF","TOT","AGRWTH","Q","2018-Q4",4.035135877,
"BEL","GFCF","TOT","AGRWTH","Q","2019-Q1",4.56115834,
"BEL","GFCF","TOT","AGRWTH","Q","2019-Q2",4.522729915,
"BEL","GFCF","TOT","AGRWTH","Q","2019-Q3",4.986937145,
"BEL","GFCF","TOT","AGRWTH","Q","2019-Q4",3.437617791,
